"","Gender","Age","Country","State","KitKAt","Skittles","Lollipop","TicTac","GumFromBaseballCards","Income","incomeCluster","ageCluster"
"616","Male",35,"USA","OREGON","JOY","JOY","DESPAIR","MEH","DESPAIR",42974,1,3
"617","Male",35,"USA","CALIFORNIA","MEH","JOY","MEH","MEH","DESPAIR",52651,2,3
"618","Male",41,"USA","MARYLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",56127,3,3
"619","Male",48,"USA","CALIFORNIA","JOY","JOY","JOY","MEH","DESPAIR",52651,2,3
"620","Male",32,"USA","FLORIDA","JOY","MEH","MEH","MEH","DESPAIR",44101,1,3
"621","Female",43,"USA","SOUTH CAROLINA","JOY","MEH","JOY","MEH","DESPAIR",38041,1,3
"622","Female",40,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"623","Male",49,"USA","WASHINGTON","JOY","MEH","DESPAIR","MEH","DESPAIR",51146,2,3
"624","Male",39,"USA","LOUISIANA","JOY","DESPAIR","MEH","MEH","DESPAIR",43252,1,3
"625","Male",58,"USA","SOUTH DAKOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",45002,2,4
"626","Male",45,"USA","NORTH CAROLINA","JOY","JOY","MEH","DESPAIR","DESPAIR",40656,1,3
"627","Male",54,"USA","PENNSYLVANIA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",49180,2,4
"628","Male",54,"USA","MARYLAND","JOY","JOY","MEH","MEH","DESPAIR",56127,3,4
"629","Male",42,"USA","COLORADO","MEH","MEH","JOY","MEH","MEH",50410,2,3
"630","Male",41,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,3
"631","Female",63,"USA","MISSOURI","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",42752,1,4
"632","Male",42,"USA","OREGON","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",42974,1,3
"633","Male",53,"USA","IOWA","JOY","JOY","MEH","DESPAIR","DESPAIR",44971,2,4
"634","Male",33,"USA","NEW YORK","JOY","JOY","JOY","DESPAIR","DESPAIR",57705,3,3
"635","Male",30,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,2
"636","Female",37,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",52651,2,3
"637","Male",40,"USA","ARIZONA","JOY","JOY","MEH","MEH","DESPAIR",39060,1,3
"638","Male",44,"USA","GEORGIA","JOY","JOY","MEH","MEH","DESPAIR",40551,1,3
"639","Male",35,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,3
"640","Male",55,"USA","IOWA","JOY","MEH","MEH","MEH","MEH",44971,2,4
"641","Male",54,"USA","GEORGIA","JOY","JOY","MEH","DESPAIR","DESPAIR",40551,1,4
"642","Female",58,"USA","PENNSYLVANIA","JOY","MEH","MEH","DESPAIR","DESPAIR",49180,2,4
"643","Female",58,"USA","KENTUCKY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",38989,1,4
"644","Female",68,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"645","Female",43,"USA","FLORIDA","DESPAIR","JOY","DESPAIR","JOY","DESPAIR",44101,1,3
"646","Male",51,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,4
"647","Female",50,"USA","TEXAS","JOY","MEH","MEH","MEH","DESPAIR",46745,2,3
"648","Male",45,"USA","CALIFORNIA","JOY","MEH","DESPAIR","MEH","DESPAIR",52651,2,3
"649","Male",36,"USA","WISCONSIN","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",45617,2,3
"650","Male",34,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,3
"651","Male",28,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,2
"652","Male",48,"USA","MARYLAND","JOY","MEH","DESPAIR","MEH","DESPAIR",56127,3,3
"653","Female",40,"USA","WASHINGTON","JOY","MEH","MEH","MEH","DESPAIR",51146,2,3
"654","Male",50,"USA","GEORGIA","MEH","JOY","JOY","DESPAIR","DESPAIR",40551,1,3
"655","Male",44,"USA","OHIO","JOY","MEH","MEH","DESPAIR","DESPAIR",43478,1,3
"656","Male",38,"USA","VIRGINIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52136,2,3
"657","Female",59,"USA","MASSACHUSETTS","JOY","MEH","MEH","MEH","DESPAIR",61032,3,4
"658","Female",61,"USA","WASHINGTON","JOY","DESPAIR","MEH","MEH","JOY",51146,2,4
"659","Male",47,"USA","TEXAS","JOY","MEH","JOY","DESPAIR","DESPAIR",46745,2,3
"660","Female",27,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,2
"661","Male",32,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"662","Female",43,"USA","OREGON","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",42974,1,3
"663","Female",28,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,2
"664","Male",58,"USA","IDAHO","JOY","MEH","MEH","MEH","DESPAIR",37509,1,4
"665","Female",57,"USA","KANSAS","JOY","MEH","MEH","JOY","MEH",45876,2,4
"666","Male",61,"USA","CALIFORNIA","JOY","MEH","MEH","MEH","DESPAIR",52651,2,4
"667","Female",53,"USA","NORTH CAROLINA","JOY","JOY","MEH","DESPAIR","DESPAIR",40656,1,4
"668","Female",70,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,4
"669","Female",37,"USA","TEXAS","JOY","MEH","MEH","MEH","DESPAIR",46745,2,3
"670","Male",46,"USA","OHIO","JOY","JOY","MEH","MEH","MEH",43478,1,3
"671","Female",22,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,2
"672","Female",51,"USA","MASSACHUSETTS","JOY","DESPAIR","MEH","DESPAIR","MEH",61032,3,4
"673","Male",43,"USA","CALIFORNIA","JOY","MEH","DESPAIR","MEH","DESPAIR",52651,2,3
"674","Female",62,"USA","CALIFORNIA","MEH","MEH","MEH","MEH","DESPAIR",52651,2,4
"675","Male",40,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,3
"676","Female",44,"USA","NEVADA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",42185,1,3
"677","Male",50,"USA","NEW YORK","JOY","JOY","MEH","MEH","DESPAIR",57705,3,3
"678","Male",47,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,3
"679","Male",36,"USA","MINNESOTA","JOY","JOY","MEH","MEH","DESPAIR",50541,2,3
"680","Female",41,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,3
"681","Male",43,"USA","OHIO","MEH","JOY","MEH","JOY","DESPAIR",43478,1,3
"682","Male",44,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"683","Female",45,"USA","MARYLAND","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",56127,3,3
"684","Female",34,"USA","CALIFORNIA","JOY","MEH","MEH","MEH","MEH",52651,2,3
"685","Male",54,"USA","MASSACHUSETTS","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",61032,3,4
"686","Male",44,"USA","WEST VIRGINIA","JOY","MEH","MEH","DESPAIR","MEH",37047,1,3
"687","Male",44,"USA","NEVADA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",42185,1,3
"688","Male",38,"USA","WISCONSIN","JOY","JOY","MEH","MEH","MEH",45617,2,3
"689","Female",23,"USA","MISSOURI","JOY","JOY","MEH","MEH","DESPAIR",42752,1,2
"690","Male",47,"USA","ILLINOIS","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",49471,2,3
"691","Male",42,"USA","GEORGIA","MEH","JOY","MEH","MEH","DESPAIR",40551,1,3
"692","Male",41,"USA","COLORADO","JOY","MEH","JOY","DESPAIR","DESPAIR",50410,2,3
"693","Male",41,"USA","CALIFORNIA","JOY","JOY","MEH","JOY","MEH",52651,2,3
"694","Male",34,"USA","GEORGIA","JOY","JOY","MEH","DESPAIR","DESPAIR",40551,1,3
"695","Male",32,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"696","Male",45,"USA","FLORIDA","MEH","JOY","MEH","MEH","MEH",44101,1,3
"697","Male",38,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"698","Male",51,"USA","MISSOURI","JOY","JOY","MEH","MEH","DESPAIR",42752,1,4
"699","Male",37,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","MEH",52651,2,3
"700","Female",58,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"701","Male",30,"USA","ARIZONA","JOY","JOY","MEH","DESPAIR","DESPAIR",39060,1,2
"702","Female",36,"USA","COLORADO","JOY","JOY","MEH","MEH","DESPAIR",50410,2,3
"703","Male",31,"USA","VIRGINIA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",52136,2,3
"704","Female",37,"USA","CALIFORNIA","MEH","JOY","MEH","JOY","MEH",52651,2,3
"705","Female",49,"USA","CALIFORNIA","JOY","DESPAIR","MEH","JOY","DESPAIR",52651,2,3
"706","Male",36,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"707","Female",51,"USA","CALIFORNIA","JOY","JOY","JOY","MEH","DESPAIR",52651,2,4
"708","Male",49,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"709","Female",32,"USA","NEW JERSEY","JOY","MEH","MEH","MEH","MEH",59782,3,3
"710","Female",38,"USA","MINNESOTA","MEH","JOY","DESPAIR","DESPAIR","DESPAIR",50541,2,3
"711","Female",37,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"712","Male",32,"USA","CALIFORNIA","JOY","MEH","JOY","MEH","MEH",52651,2,3
"713","Female",49,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",52651,2,3
"714","Female",44,"USA","COLORADO","JOY","MEH","MEH","DESPAIR","MEH",50410,2,3
"715","Male",72,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"716","Male",33,"USA","COLORADO","JOY","MEH","MEH","DESPAIR","DESPAIR",50410,2,3
"717","Female",46,"USA","WASHINGTON","JOY","DESPAIR","JOY","MEH","DESPAIR",51146,2,3
"718","Male",27,"USA","CALIFORNIA","JOY","JOY","JOY","DESPAIR","MEH",52651,2,2
"719","Male",58,"USA","NEW YORK","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",57705,3,4
"720","Female",33,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"721","Female",54,"USA","MONTANA","JOY","MEH","DESPAIR","JOY","DESPAIR",41280,1,4
"722","Male",39,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,3
"723","Male",54,"USA","CALIFORNIA","MEH","JOY","MEH","MEH","DESPAIR",52651,2,4
"724","Female",27,"USA","KANSAS","JOY","JOY","JOY","JOY","DESPAIR",45876,2,2
"725","Male",52,"USA","CALIFORNIA","JOY","JOY","JOY","JOY","MEH",52651,2,4
"726","Female",35,"USA","CALIFORNIA","JOY","MEH","MEH","MEH","DESPAIR",52651,2,3
"727","Male",47,"USA","CALIFORNIA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"728","Female",49,"USA","PENNSYLVANIA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",49180,2,3
"729","Female",32,"USA","WISCONSIN","JOY","MEH","MEH","JOY","DESPAIR",45617,2,3
"730","Male",57,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"731","Male",36,"USA","CALIFORNIA","JOY","JOY","JOY","DESPAIR","DESPAIR",52651,2,3
"732","Male",32,"USA","WASHINGTON","JOY","JOY","MEH","JOY","DESPAIR",51146,2,3
"733","Male",75,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"734","Male",63,"USA","CALIFORNIA","JOY","MEH","JOY","MEH","JOY",52651,2,4
"735","Male",53,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,4
"736","Male",61,"USA","MICHIGAN","JOY","MEH","MEH","DESPAIR","DESPAIR",42427,1,4
"737","Male",42,"USA","CALIFORNIA","JOY","JOY","JOY","DESPAIR","DESPAIR",52651,2,3
"738","Male",47,"USA","CALIFORNIA","JOY","DESPAIR","MEH","JOY","DESPAIR",52651,2,3
"739","Male",20,"USA","NEW JERSEY","JOY","JOY","MEH","DESPAIR","DESPAIR",59782,3,2
"740","Male",21,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,2
"741","Female",39,"USA","OREGON","JOY","JOY","MEH","MEH","DESPAIR",42974,1,3
"742","Male",49,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,3
"743","Male",40,"USA","HAWAII","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",47753,2,3
"744","Female",12,"USA","MINNESOTA","JOY","JOY","JOY","DESPAIR","DESPAIR",50541,2,1
"745","Male",63,"USA","ARIZONA","MEH","JOY","JOY","DESPAIR","MEH",39060,1,4
"746","Male",32,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"747","Female",58,"USA","WISCONSIN","JOY","JOY","DESPAIR","MEH","DESPAIR",45617,2,4
"748","Male",41,"USA","VIRGINIA","JOY","JOY","JOY","JOY","DESPAIR",52136,2,3
"749","Female",48,"USA","NORTH CAROLINA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",40656,1,3
"750","Male",61,"USA","NEW YORK","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",57705,3,4
"751","Male",43,"USA","MICHIGAN","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",42427,1,3
"752","Male",57,"USA","TENNESSEE","JOY","JOY","MEH","MEH","DESPAIR",42069,1,4
"753","Male",35,"USA","MASSACHUSETTS","JOY","MEH","MEH","DESPAIR","DESPAIR",61032,3,3
"754","Female",38,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"755","Female",46,"USA","NEW MEXICO","JOY","JOY","MEH","DESPAIR","DESPAIR",38457,1,3
"756","Male",44,"USA","FLORIDA","JOY","JOY","MEH","MEH","DESPAIR",44101,1,3
"757","Female",38,"USA","MINNESOTA","JOY","JOY","DESPAIR","MEH","DESPAIR",50541,2,3
"758","Female",36,"USA","MASSACHUSETTS","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",61032,3,3
"759","Female",33,"USA","ALABAMA","JOY","JOY","MEH","MEH","DESPAIR",38965,1,3
"760","Female",60,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,4
"761","Male",45,"USA","CONNECTICUT","JOY","JOY","MEH","DESPAIR","DESPAIR",66972,3,3
"762","Male",58,"USA","MICHIGAN","JOY","JOY","MEH","MEH","DESPAIR",42427,1,4
"763","Male",37,"USA","TENNESSEE","JOY","DESPAIR","JOY","MEH","DESPAIR",42069,1,3
"764","Male",58,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"765","Male",65,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"766","Male",60,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,4
"767","Male",51,"USA","TENNESSEE","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",42069,1,4
"768","Female",36,"USA","NORTH CAROLINA","JOY","JOY","JOY","DESPAIR","DESPAIR",40656,1,3
"769","Male",38,"USA","MASSACHUSETTS","JOY","JOY","MEH","JOY","MEH",61032,3,3
"770","Female",60,"USA","NEW JERSEY","JOY","MEH","MEH","MEH","DESPAIR",59782,3,4
"771","Male",34,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"772","Male",47,"USA","PENNSYLVANIA","JOY","JOY","JOY","DESPAIR","DESPAIR",49180,2,3
"773","Female",30,"USA","NORTH CAROLINA","MEH","JOY","JOY","MEH","MEH",40656,1,2
"774","Female",43,"USA","MICHIGAN","JOY","MEH","DESPAIR","JOY","DESPAIR",42427,1,3
"775","Female",52,"USA","MARYLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",56127,3,4
"776","Female",36,"USA","GEORGIA","JOY","JOY","JOY","DESPAIR","DESPAIR",40551,1,3
"777","Male",56,"USA","MASSACHUSETTS","JOY","MEH","MEH","MEH","DESPAIR",61032,3,4
"778","Male",49,"USA","PENNSYLVANIA","JOY","JOY","DESPAIR","MEH","DESPAIR",49180,2,3
"779","Female",8,"USA","TEXAS","JOY","MEH","JOY","JOY","DESPAIR",46745,2,1
"780","Male",33,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,3
"781","Male",29,"USA","GEORGIA","JOY","JOY","MEH","MEH","DESPAIR",40551,1,2
"782","Female",46,"USA","NEW YORK","JOY","DESPAIR","MEH","MEH","DESPAIR",57705,3,3
"783","Male",67,"USA","NEW HAMPSHIRE","MEH","JOY","DESPAIR","DESPAIR","JOY",54817,3,4
"784","Male",30,"USA","MINNESOTA","JOY","JOY","MEH","MEH","DESPAIR",50541,2,2
"785","Male",13,"USA","INDIANA","JOY","JOY","MEH","MEH","MEH",40998,1,1
"786","Male",55,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,4
"787","Male",50,"USA","OHIO","JOY","MEH","DESPAIR","MEH","DESPAIR",43478,1,3
"788","Male",50,"USA","NEW MEXICO","JOY","JOY","MEH","DESPAIR","DESPAIR",38457,1,3
"789","Male",44,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,3
"790","Male",49,"USA","MINNESOTA","JOY","JOY","MEH","JOY","DESPAIR",50541,2,3
"791","Male",55,"USA","OHIO","MEH","DESPAIR","MEH","DESPAIR","DESPAIR",43478,1,4
"792","Male",50,"USA","MASSACHUSETTS","JOY","MEH","MEH","DESPAIR","DESPAIR",61032,3,3
"793","Male",42,"USA","MISSOURI","JOY","JOY","JOY","MEH","DESPAIR",42752,1,3
"794","Male",38,"USA","NEW JERSEY","JOY","MEH","MEH","DESPAIR","DESPAIR",59782,3,3
"795","Male",31,"USA","MICHIGAN","DESPAIR","JOY","MEH","MEH","DESPAIR",42427,1,3
"796","Male",52,"USA","VIRGINIA","JOY","MEH","MEH","DESPAIR","MEH",52136,2,4
"797","Male",29,"USA","NORTH CAROLINA","JOY","JOY","MEH","DESPAIR","DESPAIR",40656,1,2
"798","Male",45,"USA","FLORIDA","DESPAIR","JOY","MEH","JOY","DESPAIR",44101,1,3
"799","Female",38,"USA","NORTH CAROLINA","DESPAIR","MEH","MEH","MEH","DESPAIR",40656,1,3
"800","Male",57,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"801","Male",46,"USA","PENNSYLVANIA","MEH","DESPAIR","MEH","MEH","DESPAIR",49180,2,3
"802","Male",46,"USA","WISCONSIN","JOY","JOY","JOY","DESPAIR","DESPAIR",45617,2,3
"803","Female",48,"USA","MINNESOTA","JOY","JOY","DESPAIR","MEH","DESPAIR",50541,2,3
"804","Female",43,"USA","GEORGIA","JOY","DESPAIR","JOY","DESPAIR","DESPAIR",40551,1,3
"805","Female",28,"USA","INDIANA","JOY","JOY","MEH","DESPAIR","DESPAIR",40998,1,2
"806","Male",34,"USA","MASSACHUSETTS","MEH","JOY","DESPAIR","MEH","MEH",61032,3,3
"807","Female",62,"USA","WASHINGTON","JOY","MEH","MEH","MEH","DESPAIR",51146,2,4
"808","Male",35,"USA","IOWA","MEH","JOY","JOY","MEH","DESPAIR",44971,2,3
"809","Male",60,"USA","WASHINGTON","MEH","JOY","MEH","DESPAIR","DESPAIR",51146,2,4
"810","Male",37,"USA","ALABAMA","JOY","JOY","MEH","DESPAIR","DESPAIR",38965,1,3
"811","Female",49,"USA","MINNESOTA","JOY","MEH","MEH","MEH","DESPAIR",50541,2,3
"812","Male",33,"USA","OREGON","JOY","JOY","DESPAIR","MEH","DESPAIR",42974,1,3
"813","Male",55,"USA","NEW YORK","JOY","MEH","MEH","MEH","MEH",57705,3,4
"814","Male",44,"USA","TENNESSEE","JOY","JOY","MEH","DESPAIR","DESPAIR",42069,1,3
"815","Male",45,"USA","WASHINGTON","JOY","JOY","JOY","DESPAIR","DESPAIR",51146,2,3
"816","Male",65,"USA","WASHINGTON","JOY","JOY","MEH","MEH","DESPAIR",51146,2,4
"817","Female",44,"USA","MARYLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",56127,3,3
"818","Male",38,"USA","WISCONSIN","JOY","JOY","MEH","DESPAIR","DESPAIR",45617,2,3
"819","Female",44,"USA","PENNSYLVANIA","JOY","JOY","JOY","DESPAIR","DESPAIR",49180,2,3
"820","Female",44,"USA","MARYLAND","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",56127,3,3
"821","Male",37,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,3
"822","Female",33,"USA","GEORGIA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",40551,1,3
"823","Male",63,"USA","NEW YORK","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",57705,3,4
"824","Male",48,"USA","OHIO","JOY","JOY","DESPAIR","MEH","DESPAIR",43478,1,3
"825","Male",35,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"826","Male",42,"USA","GEORGIA","JOY","MEH","MEH","JOY","DESPAIR",40551,1,3
"827","Male",43,"USA","VIRGINIA","JOY","JOY","MEH","JOY","DESPAIR",52136,2,3
"828","Male",57,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,4
"829","Male",51,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","MEH",52651,2,4
"830","Male",35,"USA","WYOMING","JOY","MEH","MEH","JOY","DESPAIR",55303,3,3
"831","Male",32,"USA","OHIO","JOY","JOY","MEH","MEH","DESPAIR",43478,1,3
"832","Female",55,"USA","NORTH CAROLINA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",40656,1,4
"833","Male",37,"USA","WASHINGTON","JOY","JOY","MEH","MEH","DESPAIR",51146,2,3
"834","Male",53,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,4
"835","Male",40,"USA","ARKANSAS","JOY","JOY","MEH","DESPAIR","DESPAIR",39107,1,3
"836","Female",40,"USA","NORTH CAROLINA","JOY","JOY","MEH","DESPAIR","DESPAIR",40656,1,3
"837","Male",43,"USA","OREGON","JOY","JOY","MEH","MEH","DESPAIR",42974,1,3
"838","Male",28,"USA","NEW YORK","JOY","JOY","MEH","MEH","DESPAIR",57705,3,2
"839","Female",23,"USA","KANSAS","JOY","JOY","MEH","DESPAIR","DESPAIR",45876,2,2
"840","Male",41,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"841","Male",49,"USA","TEXAS","JOY","MEH","DESPAIR","MEH","DESPAIR",46745,2,3
"842","Male",55,"USA","PENNSYLVANIA","JOY","JOY","MEH","MEH","MEH",49180,2,4
"843","Female",28,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,2
"844","Male",41,"USA","MAINE","JOY","JOY","JOY","MEH","DESPAIR",42077,1,3
"845","Female",27,"USA","KANSAS","JOY","JOY","MEH","DESPAIR","DESPAIR",45876,2,2
"846","Female",41,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"847","Male",13,"USA","WISCONSIN","JOY","MEH","JOY","DESPAIR","DESPAIR",45617,2,1
"848","Female",21,"USA","MISSOURI","JOY","JOY","MEH","DESPAIR","DESPAIR",42752,1,2
"849","Male",53,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,4
"850","Female",33,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"851","Female",62,"USA","CALIFORNIA","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"852","Female",40,"USA","OREGON","JOY","MEH","MEH","JOY","DESPAIR",42974,1,3
"853","Male",61,"USA","INDIANA","JOY","JOY","MEH","MEH","DESPAIR",40998,1,4
"854","Male",59,"USA","CALIFORNIA","JOY","JOY","JOY","JOY","DESPAIR",52651,2,4
"855","Female",53,"USA","ILLINOIS","MEH","MEH","MEH","DESPAIR","DESPAIR",49471,2,4
"856","Female",26,"USA","KANSAS","DESPAIR","JOY","MEH","DESPAIR","DESPAIR",45876,2,2
"857","Male",40,"USA","ARKANSAS","JOY","DESPAIR","MEH","MEH","DESPAIR",39107,1,3
"858","Female",45,"USA","MASSACHUSETTS","JOY","JOY","MEH","MEH","DESPAIR",61032,3,3
"859","Male",47,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"860","Male",51,"USA","OREGON","JOY","JOY","DESPAIR","MEH","DESPAIR",42974,1,4
"861","Male",70,"USA","CALIFORNIA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"862","Female",53,"USA","VERMONT","JOY","MEH","JOY","DESPAIR","MEH",47864,2,4
"863","Female",56,"USA","VERMONT","JOY","MEH","DESPAIR","JOY","DESPAIR",47864,2,4
"864","Male",33,"USA","CALIFORNIA","MEH","JOY","MEH","MEH","DESPAIR",52651,2,3
"865","Male",61,"USA","INDIANA","JOY","DESPAIR","JOY","JOY","DESPAIR",40998,1,4
"866","Male",43,"USA","WASHINGTON","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",51146,2,3
"867","Female",38,"USA","ILLINOIS","JOY","JOY","JOY","MEH","DESPAIR",49471,2,3
"868","Male",59,"USA","NEW YORK","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",57705,3,4
"869","Female",26,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,2
"870","Female",46,"USA","ARIZONA","JOY","JOY","DESPAIR","MEH","DESPAIR",39060,1,3
"871","Female",48,"USA","IOWA","MEH","JOY","MEH","JOY","MEH",44971,2,3
"872","Female",36,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,3
"873","Male",61,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,4
"874","Male",70,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,4
"875","Male",30,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,2
"876","Male",62,"USA","WASHINGTON","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",51146,2,4
"877","Male",63,"USA","CALIFORNIA","JOY","MEH","MEH","MEH","DESPAIR",52651,2,4
"878","Male",46,"USA","COLORADO","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",50410,2,3
"879","Female",11,"USA","VIRGINIA","JOY","JOY","JOY","JOY","JOY",52136,2,1
"880","Female",52,"USA","WISCONSIN","JOY","MEH","JOY","JOY","MEH",45617,2,4
"881","Female",49,"USA","NORTH DAKOTA","JOY","MEH","DESPAIR","MEH","MEH",54376,3,3
