"","Gender","Age","Country","State","KitKAt","Skittles","Lollipop","TicTac","GumFromBaseballCards","Income","incomeCluster","ageCluster"
"84","Female",64,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,4
"85","Male",47,"USA","VIRGINIA","JOY","JOY","JOY","MEH","DESPAIR",52136,2,3
"86","Male",45,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"87","Male",37,"USA","OREGON","JOY","JOY","DESPAIR","DESPAIR","MEH",42974,1,3
"88","Female",43,"USA","ILLINOIS","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",49471,2,3
"89","Male",36,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,3
"90","Male",34,"USA","CALIFORNIA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"91","Male",50,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"92","Female",50,"USA","ALASKA","JOY","JOY","MEH","DESPAIR","DESPAIR",55940,3,3
"93","Male",51,"USA","ILLINOIS","JOY","JOY","JOY","MEH","DESPAIR",49471,2,4
"94","Male",43,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"95","Female",54,"USA","OREGON","JOY","MEH","MEH","MEH","DESPAIR",42974,1,4
"96","Male",43,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"97","Male",49,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"98","Male",53,"USA","GEORGIA","JOY","DESPAIR","JOY","MEH","DESPAIR",40551,1,4
"99","Female",37,"USA","CALIFORNIA","JOY","JOY","JOY","MEH","DESPAIR",52651,2,3
"100","Male",28,"USA","MICHIGAN","JOY","JOY","MEH","MEH","DESPAIR",42427,1,2
"101","Female",61,"USA","OHIO","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",43478,1,4
"102","Female",43,"USA","SOUTH CAROLINA","JOY","JOY","MEH","DESPAIR","DESPAIR",38041,1,3
"103","Male",36,"USA","ILLINOIS","JOY","JOY","MEH","MEH","DESPAIR",49471,2,3
"104","Male",36,"USA","NEBRASKA","JOY","JOY","MEH","DESPAIR","DESPAIR",48006,2,3
"105","Male",39,"USA","MICHIGAN","JOY","JOY","JOY","MEH","DESPAIR",42427,1,3
"106","Male",37,"USA","MARYLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",56127,3,3
"107","Female",27,"USA","NEVADA","MEH","MEH","MEH","DESPAIR","DESPAIR",42185,1,2
"108","Female",38,"USA","RHODE ISLAND","JOY","DESPAIR","JOY","MEH","MEH",50080,2,3
"109","Male",40,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,3
"110","Female",46,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"111","Female",36,"USA","ILLINOIS","JOY","DESPAIR","JOY","MEH","DESPAIR",49471,2,3
"112","Male",49,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","JOY",52651,2,3
"113","Female",47,"USA","WASHINGTON","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",51146,2,3
"114","Female",37,"USA","MASSACHUSETTS","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",61032,3,3
"115","Male",39,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"116","Male",47,"USA","TEXAS","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",46745,2,3
"117","Male",31,"USA","TEXAS","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",46745,2,3
"118","Male",48,"USA","MICHIGAN","JOY","JOY","MEH","MEH","JOY",42427,1,3
"119","Male",57,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,4
"120","Male",53,"USA","WASHINGTON","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",51146,2,4
"121","Male",60,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,4
"122","Female",66,"USA","OHIO","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",43478,1,4
"123","Male",45,"USA","PENNSYLVANIA","JOY","MEH","MEH","MEH","DESPAIR",49180,2,3
"124","Male",27,"USA","ILLINOIS","JOY","JOY","JOY","MEH","DESPAIR",49471,2,2
"125","Male",56,"USA","MARYLAND","JOY","MEH","MEH","JOY","MEH",56127,3,4
"126","Male",34,"USA","COLORADO","JOY","JOY","MEH","DESPAIR","DESPAIR",50410,2,3
"127","Male",31,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"128","Male",70,"USA","WISCONSIN","JOY","JOY","JOY","MEH","DESPAIR",45617,2,4
"129","Male",24,"USA","RHODE ISLAND","JOY","JOY","MEH","DESPAIR","DESPAIR",50080,2,2
"130","Male",32,"USA","MICHIGAN","JOY","JOY","JOY","JOY","DESPAIR",42427,1,3
"131","Male",52,"USA","CALIFORNIA","MEH","DESPAIR","DESPAIR","DESPAIR","MEH",52651,2,4
"132","Female",29,"USA","CALIFORNIA","JOY","DESPAIR","MEH","JOY","DESPAIR",52651,2,2
"133","Male",38,"USA","WASHINGTON","JOY","JOY","JOY","JOY","MEH",51146,2,3
"134","Male",32,"USA","OREGON","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",42974,1,3
"135","Male",54,"USA","PENNSYLVANIA","MEH","JOY","JOY","MEH","DESPAIR",49180,2,4
"136","Male",53,"USA","PENNSYLVANIA","MEH","JOY","JOY","MEH","MEH",49180,2,4
"137","Female",34,"USA","ALABAMA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",38965,1,3
"138","Female",40,"USA","GEORGIA","JOY","JOY","MEH","DESPAIR","DESPAIR",40551,1,3
"139","Male",54,"USA","COLORADO","JOY","JOY","DESPAIR","JOY","DESPAIR",50410,2,4
"140","Female",40,"USA","GEORGIA","JOY","JOY","MEH","DESPAIR","DESPAIR",40551,1,3
"141","Male",32,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,3
"142","Female",28,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,2
"143","Male",62,"USA","TEXAS","JOY","MEH","MEH","MEH","DESPAIR",46745,2,4
"144","Male",31,"USA","COLORADO","JOY","JOY","MEH","DESPAIR","DESPAIR",50410,2,3
"145","Male",36,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,3
"146","Male",49,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"147","Female",44,"USA","CALIFORNIA","MEH","JOY","JOY","DESPAIR","DESPAIR",52651,2,3
"148","Male",52,"USA","ILLINOIS","JOY","JOY","JOY","DESPAIR","DESPAIR",49471,2,4
"149","Male",51,"USA","CALIFORNIA","JOY","JOY","DESPAIR","MEH","DESPAIR",52651,2,4
"150","Male",52,"USA","VIRGINIA","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR",52136,2,4
"151","Male",57,"USA","SOUTH CAROLINA","JOY","MEH","MEH","DESPAIR","DESPAIR",38041,1,4
"152","Male",44,"USA","UTAH","JOY","JOY","JOY","JOY","DESPAIR",39045,1,3
"153","Male",60,"USA","MASSACHUSETTS","JOY","MEH","JOY","MEH","DESPAIR",61032,3,4
"154","Male",42,"USA","MASSACHUSETTS","JOY","MEH","DESPAIR","MEH","DESPAIR",61032,3,3
"155","Female",57,"USA","INDIANA","JOY","MEH","MEH","MEH","DESPAIR",40998,1,4
"156","Male",36,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,3
"157","Male",48,"USA","CALIFORNIA","MEH","MEH","MEH","MEH","DESPAIR",52651,2,3
"158","Male",42,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,3
"159","Male",50,"USA","CALIFORNIA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"160","Male",60,"USA","NEW YORK","JOY","DESPAIR","MEH","MEH","DESPAIR",57705,3,4
"161","Male",40,"USA","NORTH CAROLINA","JOY","MEH","DESPAIR","MEH","DESPAIR",40656,1,3
"162","Male",34,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,3
"163","Male",65,"USA","MARYLAND","MEH","DESPAIR","MEH","DESPAIR","DESPAIR",56127,3,4
"164","Female",40,"USA","OREGON","JOY","JOY","JOY","DESPAIR","DESPAIR",42974,1,3
"165","Male",56,"USA","PENNSYLVANIA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",49180,2,4
"166","Female",59,"USA","NEW JERSEY","JOY","JOY","MEH","DESPAIR","DESPAIR",59782,3,4
"167","Male",42,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"168","Male",57,"USA","NORTH DAKOTA","JOY","MEH","DESPAIR","MEH","DESPAIR",54376,3,4
"169","Male",31,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"170","Male",32,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,3
"171","Female",45,"USA","CALIFORNIA","JOY","MEH","DESPAIR","DESPAIR","MEH",52651,2,3
"172","Female",39,"USA","NORTH CAROLINA","MEH","MEH","MEH","MEH","DESPAIR",40656,1,3
"173","Male",48,"USA","TEXAS","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",46745,2,3
"174","Male",50,"USA","TEXAS","JOY","JOY","MEH","MEH","DESPAIR",46745,2,3
"175","Male",49,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,3
"176","Male",48,"USA","WISCONSIN","MEH","JOY","MEH","DESPAIR","DESPAIR",45617,2,3
"177","Male",43,"USA","MICHIGAN","JOY","JOY","MEH","MEH","DESPAIR",42427,1,3
"178","Male",56,"USA","NEVADA","JOY","JOY","MEH","DESPAIR","DESPAIR",42185,1,4
"179","Female",35,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,3
"180","Male",32,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"181","Male",37,"USA","NORTH CAROLINA","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",40656,1,3
"182","Female",42,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"183","Female",38,"USA","NEW JERSEY","JOY","JOY","MEH","DESPAIR","DESPAIR",59782,3,3
"184","Female",36,"USA","ILLINOIS","JOY","JOY","MEH","DESPAIR","DESPAIR",49471,2,3
"185","Female",50,"USA","LOUISIANA","JOY","JOY","MEH","DESPAIR","DESPAIR",43252,1,3
"186","Male",44,"USA","NEW YORK","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",57705,3,3
"187","Female",70,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"188","Male",45,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"189","Female",51,"USA","CALIFORNIA","JOY","MEH","DESPAIR","MEH","DESPAIR",52651,2,4
"190","Female",47,"USA","ILLINOIS","MEH","MEH","DESPAIR","MEH","DESPAIR",49471,2,3
"191","Male",41,"USA","WASHINGTON","JOY","MEH","MEH","MEH","DESPAIR",51146,2,3
"192","Male",38,"USA","NEW YORK","JOY","MEH","DESPAIR","MEH","DESPAIR",57705,3,3
"193","Male",43,"USA","NEVADA","JOY","MEH","MEH","DESPAIR","DESPAIR",42185,1,3
"194","Male",30,"USA","MISSOURI","JOY","JOY","MEH","DESPAIR","DESPAIR",42752,1,2
"195","Female",33,"USA","NORTH CAROLINA","JOY","JOY","MEH","MEH","DESPAIR",40656,1,3
"196","Male",60,"USA","NEW YORK","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",57705,3,4
"197","Male",37,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,3
"198","Male",41,"USA","MAINE","JOY","JOY","MEH","DESPAIR","DESPAIR",42077,1,3
"199","Male",42,"USA","NEBRASKA","JOY","DESPAIR","MEH","JOY","DESPAIR",48006,2,3
"200","Male",40,"USA","NEW YORK","MEH","JOY","DESPAIR","DESPAIR","DESPAIR",57705,3,3
"201","Male",60,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"202","Male",38,"USA","CALIFORNIA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,3
"203","Male",64,"USA","ARIZONA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",39060,1,4
"204","Male",59,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,4
"205","Male",50,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,3
"206","Male",35,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","MEH",52651,2,3
"207","Female",44,"USA","WEST VIRGINIA","JOY","MEH","DESPAIR","JOY","DESPAIR",37047,1,3
"208","Male",49,"USA","CALIFORNIA","MEH","DESPAIR","MEH","DESPAIR","DESPAIR",52651,2,3
"209","Male",21,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,2
"210","Female",58,"USA","FLORIDA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",44101,1,4
"211","Male",34,"USA","OREGON","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",42974,1,3
"212","Male",38,"USA","CALIFORNIA","JOY","JOY","JOY","MEH","DESPAIR",52651,2,3
"213","Male",36,"USA","NEW YORK","JOY","MEH","MEH","MEH","DESPAIR",57705,3,3
"214","Male",57,"USA","NORTH CAROLINA","JOY","MEH","MEH","DESPAIR","DESPAIR",40656,1,4
"215","Female",25,"USA","MINNESOTA","JOY","JOY","MEH","MEH","DESPAIR",50541,2,2
"216","Male",49,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"217","Male",34,"USA","MASSACHUSETTS","JOY","MEH","MEH","DESPAIR","DESPAIR",61032,3,3
"218","Male",42,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,3
"219","Male",44,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","MEH",52651,2,3
"220","Male",34,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"221","Male",35,"USA","ALABAMA","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",38965,1,3
"222","Male",47,"USA","WASHINGTON","JOY","JOY","MEH","MEH","DESPAIR",51146,2,3
"223","Female",40,"USA","NEW MEXICO","JOY","JOY","MEH","DESPAIR","DESPAIR",38457,1,3
"224","Male",49,"USA","TEXAS","JOY","MEH","DESPAIR","MEH","DESPAIR",46745,2,3
"225","Male",50,"USA","COLORADO","JOY","JOY","MEH","DESPAIR","DESPAIR",50410,2,3
"226","Male",40,"USA","MINNESOTA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",50541,2,3
"227","Female",50,"USA","HAWAII","JOY","MEH","MEH","MEH","DESPAIR",47753,2,3
"228","Male",69,"USA","MASSACHUSETTS","DESPAIR","JOY","JOY","MEH","DESPAIR",61032,3,4
"229","Male",69,"USA","WASHINGTON","MEH","MEH","DESPAIR","DESPAIR","MEH",51146,2,4
"230","Female",47,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,3
"231","Female",9,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,1
"232","Male",41,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"233","Female",39,"USA","PENNSYLVANIA","JOY","MEH","MEH","JOY","DESPAIR",49180,2,3
"234","Male",25,"USA","PENNSYLVANIA","JOY","JOY","MEH","MEH","DESPAIR",49180,2,2
"235","Female",47,"USA","WASHINGTON","JOY","MEH","MEH","MEH","DESPAIR",51146,2,3
"236","Male",41,"USA","WASHINGTON","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",51146,2,3
"237","Female",54,"USA","HAWAII","JOY","MEH","MEH","MEH","DESPAIR",47753,2,4
"238","Female",11,"USA","COLORADO","JOY","JOY","JOY","JOY","DESPAIR",50410,2,1
"239","Female",37,"USA","CALIFORNIA","MEH","DESPAIR","DESPAIR","JOY","MEH",52651,2,3
"240","Male",43,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"241","Female",20,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,2
"242","Female",21,"USA","NEW YORK","JOY","JOY","MEH","DESPAIR","DESPAIR",57705,3,2
"243","Male",54,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,4
"244","Male",35,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"245","Female",27,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,2
"246","Male",48,"USA","UTAH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",39045,1,3
"247","Male",46,"USA","FLORIDA","MEH","JOY","DESPAIR","DESPAIR","DESPAIR",44101,1,3
"248","Male",53,"USA","CALIFORNIA","MEH","JOY","JOY","DESPAIR","DESPAIR",52651,2,4
"249","Male",20,"USA","MISSOURI","JOY","MEH","DESPAIR","MEH","DESPAIR",42752,1,2
"250","Male",72,"USA","OHIO","JOY","JOY","MEH","DESPAIR","DESPAIR",43478,1,4
"251","Male",44,"USA","VIRGINIA","JOY","MEH","DESPAIR","MEH","DESPAIR",52136,2,3
"252","Male",39,"USA","INDIANA","JOY","MEH","MEH","DESPAIR","DESPAIR",40998,1,3
"253","Female",6,"USA","COLORADO","JOY","DESPAIR","JOY","JOY","DESPAIR",50410,2,1
"254","Male",60,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,4
"255","Male",43,"USA","KENTUCKY","MEH","MEH","MEH","MEH","DESPAIR",38989,1,3
"256","Female",38,"USA","OREGON","JOY","MEH","MEH","MEH","DESPAIR",42974,1,3
"257","Male",30,"USA","PENNSYLVANIA","JOY","JOY","JOY","DESPAIR","DESPAIR",49180,2,2
"258","Male",51,"USA","ILLINOIS","JOY","JOY","MEH","MEH","DESPAIR",49471,2,4
"259","Male",55,"USA","WISCONSIN","JOY","MEH","MEH","MEH","DESPAIR",45617,2,4
"260","Male",35,"USA","PENNSYLVANIA","JOY","JOY","MEH","MEH","MEH",49180,2,3
"261","Female",38,"USA","LOUISIANA","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",43252,1,3
"262","Male",47,"USA","MASSACHUSETTS","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR",61032,3,3
"263","Male",35,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"264","Female",66,"USA","MASSACHUSETTS","MEH","JOY","DESPAIR","MEH","DESPAIR",61032,3,4
"265","Female",59,"USA","FLORIDA","DESPAIR","MEH","MEH","DESPAIR","JOY",44101,1,4
"266","Male",58,"USA","WASHINGTON","MEH","JOY","MEH","DESPAIR","DESPAIR",51146,2,4
"267","Female",68,"USA","CALIFORNIA","DESPAIR","JOY","JOY","MEH","DESPAIR",52651,2,4
"268","Female",28,"USA","MASSACHUSETTS","JOY","JOY","MEH","DESPAIR","DESPAIR",61032,3,2
"269","Male",38,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"270","Male",34,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,3
"271","Male",45,"USA","ARIZONA","JOY","JOY","JOY","MEH","DESPAIR",39060,1,3
"272","Female",36,"USA","MINNESOTA","MEH","MEH","DESPAIR","DESPAIR","DESPAIR",50541,2,3
"273","Female",71,"USA","ARIZONA","JOY","JOY","MEH","MEH","MEH",39060,1,4
"274","Female",12,"USA","MINNESOTA","MEH","DESPAIR","JOY","DESPAIR","JOY",50541,2,1
"275","Male",33,"USA","VERMONT","JOY","JOY","JOY","MEH","DESPAIR",47864,2,3
"276","Male",31,"USA","ARIZONA","JOY","JOY","MEH","DESPAIR","DESPAIR",39060,1,3
"277","Male",32,"USA","NEW YORK","JOY","MEH","MEH","DESPAIR","DESPAIR",57705,3,3
"278","Male",33,"USA","NORTH DAKOTA","JOY","JOY","MEH","MEH","DESPAIR",54376,3,3
"279","Male",24,"USA","TEXAS","MEH","JOY","MEH","MEH","DESPAIR",46745,2,2
"280","Female",52,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,4
"281","Male",58,"USA","OHIO","JOY","JOY","MEH","MEH","DESPAIR",43478,1,4
"282","Male",46,"USA","NEVADA","JOY","MEH","MEH","MEH","DESPAIR",42185,1,3
"283","Female",34,"USA","TEXAS","JOY","DESPAIR","MEH","MEH","DESPAIR",46745,2,3
"284","Male",42,"USA","CALIFORNIA","JOY","JOY","MEH","MEH","DESPAIR",52651,2,3
"285","Female",27,"USA","OREGON","JOY","JOY","JOY","JOY","DESPAIR",42974,1,2
"286","Female",43,"USA","WASHINGTON","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR",51146,2,3
"287","Male",31,"USA","GEORGIA","JOY","JOY","MEH","DESPAIR","DESPAIR",40551,1,3
"288","Male",53,"USA","NEW YORK","JOY","JOY","DESPAIR","DESPAIR","DESPAIR",57705,3,4
"289","Female",32,"USA","MINNESOTA","JOY","DESPAIR","MEH","MEH","DESPAIR",50541,2,3
"290","Male",39,"USA","WASHINGTON","DESPAIR","MEH","MEH","DESPAIR","DESPAIR",51146,2,3
"291","Female",51,"USA","NEW YORK","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",57705,3,4
"292","Male",40,"USA","NEW MEXICO","JOY","JOY","MEH","DESPAIR","DESPAIR",38457,1,3
"293","Male",41,"USA","MARYLAND","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",56127,3,3
"294","Male",48,"USA","VIRGINIA","JOY","MEH","MEH","MEH","DESPAIR",52136,2,3
"295","Male",20,"USA","MAINE","JOY","JOY","MEH","DESPAIR","DESPAIR",42077,1,2
"296","Female",32,"USA","PENNSYLVANIA","MEH","JOY","MEH","DESPAIR","DESPAIR",49180,2,3
"297","Female",33,"USA","ILLINOIS","JOY","DESPAIR","JOY","JOY","DESPAIR",49471,2,3
"298","Male",46,"USA","MINNESOTA","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",50541,2,3
"299","Female",26,"USA","WASHINGTON","JOY","MEH","MEH","DESPAIR","DESPAIR",51146,2,2
"300","Male",49,"USA","IOWA","MEH","MEH","DESPAIR","MEH","DESPAIR",44971,2,3
"301","Male",40,"USA","WASHINGTON","JOY","JOY","MEH","DESPAIR","DESPAIR",51146,2,3
"302","Male",34,"USA","FLORIDA","JOY","JOY","JOY","JOY","DESPAIR",44101,1,3
"303","Male",36,"USA","VIRGINIA","JOY","JOY","JOY","JOY","MEH",52136,2,3
"304","Male",41,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"305","Male",39,"USA","VIRGINIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52136,2,3
"306","Male",39,"USA","ILLINOIS","JOY","DESPAIR","MEH","MEH","DESPAIR",49471,2,3
"307","Female",42,"USA","MICHIGAN","JOY","JOY","MEH","DESPAIR","DESPAIR",42427,1,3
"308","Male",52,"USA","ALABAMA","JOY","MEH","MEH","MEH","MEH",38965,1,4
"309","Male",60,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,4
"310","Male",45,"USA","CALIFORNIA","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",52651,2,3
"311","Female",35,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"312","Male",58,"USA","CALIFORNIA","JOY","MEH","MEH","JOY","MEH",52651,2,4
"313","Female",42,"USA","ILLINOIS","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",49471,2,3
"314","Male",54,"USA","OREGON","MEH","MEH","MEH","DESPAIR","DESPAIR",42974,1,4
"315","Male",63,"USA","GEORGIA","JOY","MEH","MEH","MEH","DESPAIR",40551,1,4
"316","Female",59,"USA","CALIFORNIA","JOY","MEH","MEH","DESPAIR","DESPAIR",52651,2,4
"317","Male",68,"USA","PENNSYLVANIA","JOY","JOY","MEH","DESPAIR","DESPAIR",49180,2,4
"318","Male",52,"USA","ALABAMA","JOY","MEH","MEH","MEH","DESPAIR",38965,1,4
"319","Male",34,"USA","WASHINGTON","JOY","JOY","JOY","DESPAIR","DESPAIR",51146,2,3
"320","Male",48,"USA","ALASKA","MEH","JOY","MEH","MEH","DESPAIR",55940,3,3
"321","Male",39,"USA","OREGON","JOY","MEH","MEH","DESPAIR","DESPAIR",42974,1,3
"322","Male",56,"USA","NEW JERSEY","JOY","MEH","DESPAIR","MEH","DESPAIR",59782,3,4
"323","Female",33,"USA","MASSACHUSETTS","MEH","JOY","MEH","MEH","DESPAIR",61032,3,3
"324","Female",62,"USA","FLORIDA","JOY","JOY","MEH","DESPAIR","DESPAIR",44101,1,4
"325","Male",44,"USA","NEBRASKA","JOY","MEH","MEH","MEH","DESPAIR",48006,2,3
"326","Male",35,"USA","OREGON","JOY","JOY","MEH","DESPAIR","DESPAIR",42974,1,3
"327","Male",52,"USA","CALIFORNIA","MEH","MEH","DESPAIR","MEH","DESPAIR",52651,2,4
"328","Male",38,"USA","INDIANA","JOY","MEH","MEH","DESPAIR","DESPAIR",40998,1,3
"329","Female",50,"USA","ILLINOIS","MEH","MEH","DESPAIR","JOY","DESPAIR",49471,2,3
"330","Male",44,"USA","FLORIDA","JOY","MEH","MEH","MEH","DESPAIR",44101,1,3
"331","Male",50,"USA","ARIZONA","MEH","DESPAIR","DESPAIR","MEH","JOY",39060,1,3
"332","Male",61,"USA","MASSACHUSETTS","MEH","MEH","DESPAIR","MEH","DESPAIR",61032,3,4
"333","Male",34,"USA","TEXAS","JOY","JOY","MEH","DESPAIR","DESPAIR",46745,2,3
"334","Male",34,"USA","CALIFORNIA","JOY","JOY","MEH","DESPAIR","DESPAIR",52651,2,3
"335","Male",72,"USA","CONNECTICUT","JOY","MEH","MEH","JOY","DESPAIR",66972,3,4
"336","Male",34,"USA","PENNSYLVANIA","JOY","MEH","MEH","JOY","DESPAIR",49180,2,3
"337","Female",56,"USA","OREGON","JOY","MEH","MEH","MEH","MEH",42974,1,4
"338","Female",56,"USA","ARIZONA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR",39060,1,4
"339","Female",30,"USA","OREGON","JOY","MEH","MEH","DESPAIR","DESPAIR",42974,1,2
"340","Male",29,"USA","OHIO","MEH","JOY","MEH","MEH","DESPAIR",43478,1,2
"341","Female",28,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,2
"342","Female",54,"USA","CALIFORNIA","JOY","MEH","DESPAIR","DESPAIR","DESPAIR",52651,2,4
"343","Male",72,"USA","MISSOURI","JOY","JOY","MEH","DESPAIR","DESPAIR",42752,1,4
"344","Male",39,"USA","CALIFORNIA","JOY","JOY","JOY","MEH","DESPAIR",52651,2,3
"345","Male",58,"USA","OREGON","DESPAIR","MEH","MEH","DESPAIR","DESPAIR",42974,1,4
"346","Male",33,"USA","MINNESOTA","JOY","JOY","MEH","DESPAIR","DESPAIR",50541,2,3
"347","Female",32,"USA","UTAH","JOY","JOY","MEH","DESPAIR","DESPAIR",39045,1,3
"348","Male",31,"USA","NEW YORK","JOY","DESPAIR","DESPAIR","MEH","DESPAIR",57705,3,3
